ledger_key,id,object_type,original_claim,canonical_status,root_cause_invariant,affected_surface_files_data,owner_requirement,implementation_disposition,failing_before_evidence,changed_files_commits,tests,negative_failure_path_proof,integrated_proof,residual_risk,final_status
"VISION:VISION-014","VISION-014","VISION","Lead delivery after launch. - Classification: `NON_NEGOTIABLE`
- Desired state: Leads submitted through DealFlow funnels or Meta instant forms are reliably captured, persisted, attributed, and delivered to the correct customer system.","PARTIAL","Approved owner outcome is incomplete or missing in canonical source.","src/app/api/lead-capture/route.ts; src/lib/services/system-job-service.ts","VISION-014","CONTROLLED_WAVE_OR_EXPLICIT_BLOCKER","src/app/api/lead-capture/route.ts; src/lib/services/system-job-service.ts","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","The cited runtime, external, provider, deployment, or owner evidence remains unavailable and prevents a stronger conclusion.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"VISION:VISION-015","VISION-015","VISION","Reporting after launch. - Classification: `NON_NEGOTIABLE`
- Desired state: The Results experience shows live campaign and lead metrics rather than empty or stale screens.

## GoHighLevel-centered operating model","PARTIAL","Approved owner outcome is incomplete or missing in canonical source.","src/app/(app)/dashboard/page.tsx","VISION-015","CONTROLLED_WAVE_OR_EXPLICIT_BLOCKER","src/app/(app)/dashboard/page.tsx","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","The cited runtime, external, provider, deployment, or owner evidence remains unavailable and prevents a stronger conclusion.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"VISION:VISION-016","VISION-016","VISION","GoHighLevel connection during onboarding. - Classification: `NON_NEGOTIABLE`
- Desired state: Every new realtor receives their own DealFlow-provided GoHighLevel account/location as part of starting with DealFlow. The required snapshot is already installed before the customer begins using the connected experience.","FAKE_ONLY_LOCAL_DATABASE_VERIFIED_EXTERNAL_ACCEPTANCE_BLOCKED","Approved owner outcome is incomplete or missing in canonical source.","absent GHL client/provisioning/migration; src/lib/services/fulfillment-monitor-service.ts","VISION-016","CONTROLLED_WAVE_OR_EXPLICIT_BLOCKER","absent GHL client/provisioning/migration; src/lib/services/fulfillment-monitor-service.ts","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; GHL fake-only adapter/gates, tenant repository, atomic outbox claim/settlement, PII-free fake lead processor, migration, and tests","node scripts/test-ghl-tenant-provisioning.mjs; npm run typecheck","Real adapter is absent; production fake lead execution is denied; claim tokens/generations fence stale settlement; payloads contain no lead PII.","Deterministic fake-only and isolated fixture-fragment tests passed. The 14/14 PostgreSQL 17.6 schema portfolio proves full-chain local database integration, RLS/private shape, deterministic replay, and forward recovery; deployed-runtime and provider acceptance remain external.","No sanctioned real provider contract, snapshot identity, permissions, webhooks, rate limits, or live acceptance proof exists.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"VISION:VISION-017","VISION-017","VISION","GoHighLevel-hosted funnels. - Classification: `STRONG_PREFERENCE`
- Desired state: DealFlow automatically creates and hosts each customer's advertising funnel directly inside GoHighLevel instead of relying on an unclear parallel funnel system.","ABSENT","Approved owner outcome is incomplete or missing in canonical source.","src/lib/services/campaign-persistence.ts; src/app/f/[slug]/page.tsx; no GHL publisher","VISION-017","CONTROLLED_WAVE_OR_EXPLICIT_BLOCKER","src/lib/services/campaign-persistence.ts; src/app/f/[slug]/page.tsx; no GHL publisher","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","The cited runtime, external, provider, deployment, or owner evidence remains unavailable and prevents a stronger conclusion.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"VISION:VISION-018","VISION-018","VISION","Leads flow directly into GoHighLevel. - Classification: `NON_NEGOTIABLE` if the GHL-centered model is approved
- Desired state: Funnel and instant-form leads arrive in the correct GoHighLevel location automatically and without duplicate or lost records.","ABSENT","Approved owner outcome is incomplete or missing in canonical source.","src/lib/services/system-job-service.ts; src/lib/services/fulfillment-monitor-service.ts","VISION-018","CONTROLLED_WAVE_OR_EXPLICIT_BLOCKER","src/lib/services/system-job-service.ts; src/lib/services/fulfillment-monitor-service.ts","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","The cited runtime, external, provider, deployment, or owner evidence remains unavailable and prevents a stronger conclusion.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"VISION:VISION-019","VISION-019","VISION","Snapshot-based follow-up infrastructure. - Classification: `NON_NEGOTIABLE`
- Desired state: Each newly provided GoHighLevel account/location arrives with the approved, versioned DealFlow snapshot already installed, including the intended follow-ups, tags, tracking, pipeline behavior, and related lead-handling infrastructure.","FAKE_ONLY_LOCAL_DATABASE_VERIFIED_EXTERNAL_ACCEPTANCE_BLOCKED","Approved owner outcome is incomplete or missing in canonical source.","no canonical snapshot install/version/verification implementation","VISION-019","CONTROLLED_WAVE_OR_EXPLICIT_BLOCKER","no canonical snapshot install/version/verification implementation","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; GHL fake-only adapter/gates, tenant repository, atomic outbox claim/settlement, PII-free fake lead processor, migration, and tests","node scripts/test-ghl-tenant-provisioning.mjs; npm run typecheck","Real adapter is absent; production fake lead execution is denied; claim tokens/generations fence stale settlement; payloads contain no lead PII.","Deterministic fake-only and isolated fixture-fragment tests passed. The 14/14 PostgreSQL 17.6 schema portfolio proves full-chain local database integration, RLS/private shape, deterministic replay, and forward recovery; deployed-runtime and provider acceptance remain external.","No sanctioned real provider contract, snapshot identity, permissions, webhooks, rate limits, or live acceptance proof exists.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"VISION:VISION-020","VISION-020","VISION","DealFlow embedded in GoHighLevel. - Classification: `STRONG_PREFERENCE`
- Desired state: White-label/partner customers can access DealFlow as an embedded advertising-platform tab within GoHighLevel.
- Evidence source described by owner: An existing partner implementation demonstrates this model.
- Private partner details: redacted from this ledger.","PARTIAL","Approved owner outcome is incomplete or missing in canonical source.","src/proxy.ts; scripts/test-ghl-iframe-embed-security.mjs","VISION-020","CONTROLLED_WAVE_OR_EXPLICIT_BLOCKER","src/proxy.ts; scripts/test-ghl-iframe-embed-security.mjs","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","The cited runtime, external, provider, deployment, or owner evidence remains unavailable and prevents a stronger conclusion.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"VISION:VISION-021","VISION-021","VISION","Seamless DealFlow/GHL experience. - Classification: `NON_NEGOTIABLE` if the GHL-centered model is approved
- Desired state: Customers experience DealFlow and GoHighLevel as one connected advertising-to-lead-follow-up system rather than disconnected tools requiring manual handoffs.

## Activation and paywall","PARTIAL","Approved owner outcome is incomplete or missing in canonical source.","src/proxy.ts; src/lib/services/fulfillment-monitor-service.ts","VISION-021","CONTROLLED_WAVE_OR_EXPLICIT_BLOCKER","src/proxy.ts; src/lib/services/fulfillment-monitor-service.ts","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","The cited runtime, external, provider, deployment, or owner evidence remains unavailable and prevents a stronger conclusion.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"VISION:VISION-022","VISION-022","VISION","Value-building onboarding before paywall. - Classification: `STRONG_PREFERENCE`
- Desired state: Customers complete enough onboarding to become invested in seeing their personalized campaign output before encountering the paywall.","PROVEN_PRESENT","The cited requirement must remain evidence-bound; source presence alone cannot establish runtime, tenant, provider, customer, or release truth.","src/app/(app)/onboarding/page.tsx","VISION-022","PRESERVE_AND_REGRESSION_PROTECT","src/app/(app)/onboarding/page.tsx","No candidate change is mapped to this accounting row.","No dedicated executable proof is mapped; see the final disposition and residual risk.","No stronger negative-path claim is made beyond the cited canonical evidence or blocker.","Reconciled in the integrated ledger without promoting source presence to runtime proof.","The cited behavior is preserved, but uncited runtime, provider, customer, and regression variants remain outside this proof.","VERIFIED_ALREADY_CORRECT"
"VISION:VISION-023","VISION-023","VISION","Commercial activation event. - Classification: `NON_NEGOTIABLE`
- Definition supplied: A customer becomes an active DealFlow user when payment succeeds through the Stripe paywall after onboarding.
- Boundary: Technical setup, campaign launch, or a test lead may be tracked as readiness milestones, but they do not redefine customer activation.

## Automation and ownership","IMPLEMENTED_AND_LOCAL_DATABASE_VERIFIED_EXTERNAL_ACCEPTANCE_BLOCKED","Approved owner outcome is incomplete or missing in canonical source.","src/lib/services/billing-service.ts; absent /api/activation/events and /api/billing/status at baseline","VISION-023","CONTROLLED_WAVE_OR_EXPLICIT_BLOCKER","src/lib/services/billing-service.ts; absent /api/activation/events and /api/billing/status at baseline","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; onboarding contract, server draft, deterministic tenant-scoped campaign identity, activation/credit RPC, billing recovery, migration, and tests","node scripts/test-onboarding-activation-billing-contract.mjs; node scripts/test-access-key-commercial-activation.mjs; test:dealflow-completion","Unknown fields, non-realtor payloads, budget disagreement, stale navigation, zero/unpaid/noninitial payments, cross-tenant IDs, and duplicate activation are rejected.","Contract/policy tests passed. The 14/14 PostgreSQL 17.6 schema portfolio proves full-chain local database integration, RLS/private shape, deterministic replay, and forward recovery; deployed-runtime and provider acceptance remain external.","Production payment/webhook and concurrency acceptance were intentionally not performed.","BLOCKED_BY_EXTERNAL_AUTHORITY"
